id,year,rank,school,games,wins,losses,win_percentage,conference_wins,conference_losses,home_wins,home_losses,away_wins,away_losses,offensive_rating,defensive_rating,net_rating,field_goals,field_goal_attempts,field_goal_percentage,3_pointers,3_pointer_attempts,3_pointer_percentage,effective_field_goal_percentage,free_throws,free_throw_attempts,free_throw_percentage,offensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,opponent_points,simple_rating
113,2011,6,South Florida,36,22,14,0.611,12,6,14,2,5,8,98.6,94.1,4.5,21.4,49,0.437,4.7,14.8,0.316,0.485,11.7,16.6,0.705,10.4,31,11.8,5.6,3.8,13.5,15.3,59.3,56.6,9.2
114,2011,7,Louisville,40,30,10,0.75,10,8,16,4,6,5,100.5,89.9,10.6,24.1,57,0.422,5.8,18.3,0.318,0.473,14.2,20.7,0.688,13,35.6,13.3,8.8,4.8,14.1,17.7,68.2,61,16.19
115,2011,8,West Virginia,33,19,14,0.576,9,9,11,5,4,6,106.8,99.9,6.9,25.4,58,0.438,5.3,17.7,0.298,0.483,15,22.4,0.671,14.9,34.4,14.5,6.4,2.6,12.8,16.8,71.1,66.5,12.13
116,2011,9,UConn,34,20,14,0.588,8,10,13,4,3,7,106,99.5,6.5,25.2,55.9,0.452,5.4,16.4,0.332,0.5,12.8,19.3,0.662,12.2,33.9,13.4,5.9,6.9,12.3,14.5,68.7,64.5,12.27
117,2011,10,Seton Hall,34,21,13,0.618,8,10,14,4,4,7,102.4,95.6,6.8,24.5,56.3,0.435,6.9,19.6,0.353,0.497,12.4,18.4,0.674,11.2,32.7,14,8.4,3.1,12.7,17.8,68.4,63.8,10.23
118,2011,11,Rutgers,32,14,18,0.438,6,12,11,7,2,8,98.3,98.8,-0.5,23.9,56.3,0.424,5.3,15.8,0.335,0.471,12.4,17.8,0.697,12.8,30.4,12.7,8.2,3.8,14.8,21,65.5,65.8,5.42
119,2011,12,St. John's (NY),32,13,19,0.406,6,12,11,7,2,10,98.5,104.9,-6.4,23.7,56.3,0.42,4.1,14.4,0.282,0.456,15.2,22.3,0.68,13.3,30.5,10.8,8,3.7,14.2,16.7,66.5,70.9,2.63
120,2011,13,Pitt,39,22,17,0.564,5,13,15,7,5,9,109.9,104.2,5.6,25.2,55.5,0.453,6.3,18.1,0.349,0.51,12.4,17.7,0.699,13.6,33,15.2,4.7,2.6,12.7,17.2,69,65.5,9.43
121,2011,14,Villanova,32,13,19,0.406,5,13,9,6,2,9,103.2,102.9,0.4,23.8,57.8,0.412,6.1,19.4,0.315,0.465,17.1,22.6,0.754,13.8,34.8,12.3,5.6,3.2,14,19.2,70.8,70.6,7.89
122,2011,15,Providence,32,15,17,0.469,4,14,11,6,4,8,104.2,104.8,-0.6,24.1,56.4,0.427,4.9,14,0.353,0.471,15.7,22.3,0.704,12.8,33.2,13.6,5.3,5.2,12.2,16.9,68.8,69.3,4.16
123,2011,16,DePaul,31,12,19,0.387,3,15,7,9,3,8,102.9,106.5,-3.6,27.6,63.1,0.438,7.2,21.6,0.335,0.495,11.6,16.7,0.696,12.1,29.6,15.3,7.9,4.1,13.4,20.5,74.1,76.7,1.99
124,2010,1,Pitt,34,28,6,0.824,15,3,17,1,7,2,116.3,95.9,20.4,26.1,54.9,0.475,5.9,15.1,0.395,0.529,15.9,23.7,0.671,14.2,40,17.5,4.7,3.3,11.7,17.9,73.9,61,20.82
125,2010,2,Notre Dame,34,27,7,0.794,14,4,17,0,5,4,115.3,100.4,14.9,24.8,53.9,0.46,8,20.8,0.386,0.535,17.6,24.3,0.724,10.9,37.1,16.6,4.6,3.8,10.7,15.2,75.2,65.5,18.17
126,2010,3,Louisville,35,25,10,0.714,12,6,19,2,4,6,108.6,93.5,15.1,27.1,59.9,0.453,8.8,24.4,0.362,0.526,11.9,17.9,0.663,12.4,36.3,17.4,9.3,5,13.1,19.2,74.9,64.5,18.6
127,2010,4,St. John's (NY),33,21,12,0.636,12,6,12,3,5,7,105.1,100.4,4.6,24.5,53.7,0.455,4.3,12.9,0.335,0.495,16.8,23.7,0.71,10.7,32.4,12.6,8.1,2.8,12.4,19,70.1,67,13.1
128,2010,5,Syracuse,35,27,8,0.771,12,6,16,3,6,3,110.3,95.2,15.1,26.7,56.7,0.472,6.3,17.9,0.354,0.528,13.5,20.4,0.665,12.3,37.4,16.2,8.7,6.6,12.4,15.5,73.4,63.3,18.85
129,2010,6,Cincinnati,35,26,9,0.743,11,7,15,3,7,4,107.9,93.3,14.6,24.2,55.4,0.437,6.3,18.6,0.338,0.494,14.2,21.2,0.668,13,35.3,14.2,7.4,3.7,11.5,17.3,68.9,59.6,15.41
130,2010,7,West Virginia,33,21,12,0.636,11,7,12,2,4,6,109,101,8,23.7,55.3,0.429,6.2,18.5,0.337,0.485,16.1,22.6,0.711,14.2,37.2,14.9,4.7,4.1,12,18.1,69.8,64.7,16.15
131,2010,8,Georgetown,32,21,11,0.656,10,8,10,4,7,5,108.4,102,6.5,25.3,53.2,0.475,7,19.7,0.353,0.541,13,17.8,0.734,10.1,33.8,15,6,4.3,13.5,18.8,70.6,66.3,14.61
132,2010,9,UConn,41,32,9,0.78,9,9,13,4,5,5,109.2,97.8,11.3,25.7,59.2,0.434,5.7,17.3,0.329,0.482,15.3,20,0.763,13.9,39.7,13,6.3,5.6,11.4,15.8,72.4,64.9,17.95
133,2010,10,Marquette,37,22,15,0.595,9,9,14,4,4,7,110.2,100.8,9.3,26.3,56.6,0.465,5.2,14.8,0.349,0.51,17.4,25.1,0.696,12.4,35.9,15.5,7.2,3.6,12.3,16.8,75.2,68.8,14.89
134,2010,11,Villanova,33,21,12,0.636,9,9,13,4,7,5,109.6,99.2,10.3,24.1,55.1,0.438,6.4,18.3,0.348,0.495,17.6,23.3,0.757,12.2,37.1,13.6,6.3,3.8,11.9,17.5,72.2,65.4,15.05
135,2010,12,Seton Hall,31,13,18,0.419,7,11,8,7,4,7,97.7,95.2,2.5,24.5,59.3,0.413,6,19.7,0.306,0.464,12.5,18.6,0.672,11.2,35.5,13.6,7.3,3.5,12.3,19,67.5,65.8,11.03
136,2010,13,Rutgers,32,15,17,0.469,5,13,10,6,3,10,101.8,100.8,1,24.5,55.6,0.44,5.5,15.9,0.344,0.49,11.9,17.6,0.677,10.9,33.2,13.6,7.9,4.5,12.2,19.8,66.3,65.7,7.88
137,2010,14,Providence,32,15,17,0.469,4,14,14,5,0,10,104.8,104.2,0.6,26.7,62.9,0.424,6.6,21,0.315,0.477,15.8,23.6,0.669,14.5,38.5,12.5,7.8,4.4,12.7,17,75.8,75.3,6.91
138,2010,15,South Florida,33,10,23,0.303,3,15,7,9,1,12,97.1,104.4,-7.2,21.5,51.8,0.416,4.8,15.9,0.303,0.462,14,19.8,0.71,12.3,35.4,12.3,4.9,3.7,15,19.2,61.9,66.5,4.28
139,2010,16,DePaul,31,7,24,0.226,1,17,6,11,1,9,97.3,109.9,-12.7,24.7,58.1,0.426,5.3,16.7,0.314,0.471,13.2,19.3,0.683,11,30.5,14.4,7.5,3.3,13.5,19.9,67.9,76.7,-1.31
140,2009,1,Syracuse,35,30,5,0.857,15,3,17,2,8,1,114,93.5,20.4,29.8,57.7,0.516,7,17.8,0.391,0.576,14.4,21.3,0.677,11.9,38.2,19.2,9.6,6.3,15.2,14.7,80.9,66.4,21.72
141,2009,2,Pitt,34,25,9,0.735,13,5,17,1,5,4,107.5,96.6,10.8,23.8,53.3,0.447,5.3,15.5,0.344,0.497,15.8,22.8,0.693,12.4,37.3,15.8,5.2,4.1,12.4,17.5,68.7,61.8,14.3
142,2009,3,Villanova,33,25,8,0.758,13,5,12,2,6,4,112.9,100.5,12.4,27.2,59.5,0.458,7.6,20.5,0.373,0.522,19.7,26.1,0.755,13.4,38.5,13.6,7.8,4,13.7,22.2,81.8,72.8,16.72
143,2009,4,West Virginia,38,31,7,0.816,13,5,12,2,7,4,111.4,97.7,13.7,24.8,57.6,0.43,6.8,20.1,0.337,0.489,16.1,22.8,0.704,15.4,38.6,15.5,5.6,4.1,11.9,18.1,72.4,63.5,19.16
144,2009,5,Louisville,33,20,13,0.606,11,7,15,4,4,7,110.6,101.7,8.9,26.5,59.4,0.447,7.9,23.5,0.337,0.514,14.9,21.2,0.701,14.5,36.9,15.5,7.8,4.1,13.7,20.1,75.9,69.8,14.08
